Order_ID,Order_Date,Customer_ID,Product,Category,Region,State,Quantity,Sales,Profit,Payment_Mode,Customer_Type
ORD0247,2025-03-20,CUST063,Shoes,Fashion,East,Odisha,4,12575.57,1584.12,Cash,Corporate
ORD0248,2025-11-25,CUST091,Notebook,Stationery,South,Tamil Nadu,8,974.6,191.56,Credit Card,New
ORD0249,2025-10-05,CUST020,Shoes,Fashion,East,West Bengal,1,3299.16,718.6,UPI,New
ORD0250,2025-04-29,CUST130,Pen Set,Stationery,North,Rajasthan,2,387.65,20.09,Cash,Returning
ORD0251,2025-09-07,CUST004,Laptop,Electronics,East,Bihar,1,49590.92,7950.85,UPI,Corporate
ORD0252,2025-09-15,CUST028,Desk,Furniture,South,Karnataka,7,92529.52,21462.65,UPI,Corporate
ORD0253,2025-11-14,CUST102,Headphones,Electronics,North,Delhi,5,13797.54,1427.56,UPI,Returning
ORD0254,2025-05-05,CUST021,Pen Set,Stationery,East,Bihar,4,702.0,151.36,UPI,New
ORD0255,2025-10-10,CUST044,Pen Set,Stationery,East,Odisha,8,1316.2,68.3,UPI,Returning
ORD0256,2025-02-18,CUST146,Pen Set,Stationery,South,Telangana,1,172.34,39.68,Cash,Returning
ORD0257,2025-05-24,CUST005,Laptop,Electronics,West,Goa,1,51966.12,11436.99,Credit Card,Corporate
ORD0258,2025-06-03,CUST100,Headphones,Electronics,East,West Bengal,3,7807.42,1275.26,Net Banking,Returning
ORD0259,2025-02-10,CUST020,Pen Set,Stationery,North,Rajasthan,6,986.5,135.56,Debit Card,Corporate
ORD0260,2025-01-16,CUST059,T-Shirt,Fashion,East,Odisha,5,4931.49,690.95,Debit Card,Corporate
ORD0261,2025-12-15,CUST064,Pen Set,Stationery,East,West Bengal,7,1160.99,201.69,UPI,New
ORD0262,2025-12-31,CUST028,Desk,Furniture,North,Punjab,3,39056.9,4426.54,UPI,New
ORD0263,2025-05-19,CUST115,Desk,Furniture,East,Odisha,2,22395.04,1959.08,Net Banking,Corporate
ORD0264,2025-01-14,CUST084,Shoes,Fashion,East,West Bengal,2,6326.26,434.06,Cash,New
ORD0265,2025-02-13,CUST098,Desk,Furniture,East,Odisha,4,50063.53,4201.16,Credit Card,New
ORD0266,2025-09-10,CUST108,Desk,Furniture,South,Tamil Nadu,3,32969.4,4514.67,Debit Card,Returning
ORD0267,2025-05-07,CUST028,Smartphone,Electronics,South,Tamil Nadu,8,184527.48,16443.18,Credit Card,Returning
ORD0268,2025-11-14,CUST086,Laptop,Electronics,East,Odisha,7,423892.36,49132.66,Cash,Corporate
ORD0269,2025-06-14,CUST102,T-Shirt,Fashion,North,Punjab,4,3671.11,313.98,Debit Card,Returning
ORD0270,2025-07-12,CUST030,Backpack,Accessories,North,Punjab,5,9937.11,1277.78,Net Banking,New
ORD0271,2025-10-09,CUST054,T-Shirt,Fashion,North,Rajasthan,1,1024.43,145.8,Cash,Returning
ORD0272,2025-09-13,CUST040,Smartphone,Electronics,East,Bihar,3,69850.04,6873.54,Cash,Returning
ORD0273,2025-09-03,CUST108,Smartphone,Electronics,East,Bihar,7,159173.14,37357.8,Net Banking,New
ORD0274,2025-05-08,CUST145,Notebook,Stationery,West,Maharashtra,6,677.94,116.97,Cash,Returning
ORD0275,2025-02-20,CUST143,Pen Set,Stationery,West,Maharashtra,5,859.95,171.45,Net Banking,Corporate
ORD0276,2025-07-11,CUST129,T-Shirt,Fashion,North,Punjab,7,6399.32,1189.7,Credit Card,Returning
ORD0277,2025-06-01,CUST037,Laptop,Electronics,East,West Bengal,7,435102.7,29226.27,Debit Card,Returning
ORD0278,2025-09-24,CUST116,Notebook,Stationery,East,West Bengal,8,947.59,65.88,Debit Card,New
ORD0279,2025-02-28,CUST043,Desk,Furniture,West,Goa,1,13347.54,2397.14,Credit Card,Corporate
ORD0280,2025-10-14,CUST104,Headphones,Electronics,North,Punjab,7,19943.27,1921.96,Credit Card,New
ORD0281,2025-11-11,CUST002,Pen Set,Stationery,East,West Bengal,4,728.92,99.07,Credit Card,New
ORD0282,2025-02-22,CUST030,Desk,Furniture,West,Goa,3,35692.14,3191.41,Debit Card,Corporate
ORD0283,2025-07-18,CUST118,Backpack,Accessories,South,Telangana,7,13189.06,1577.21,Net Banking,New
ORD0284,2025-03-10,CUST047,Desk,Furniture,West,Goa,6,66921.51,7433.37,Debit Card,Corporate
ORD0285,2025-11-02,CUST125,Headphones,Electronics,East,Odisha,3,7827.76,1053.68,Net Banking,Corporate
ORD0286,2025-05-28,CUST014,Headphones,Electronics,North,Punjab,3,7100.81,1550.8,Debit Card,New
ORD0287,2025-07-16,CUST114,Backpack,Accessories,North,Delhi,8,14432.88,2141.05,Cash,New
ORD0288,2025-05-30,CUST044,Smartphone,Electronics,West,Maharashtra,1,21311.69,3357.05,Cash,Corporate
ORD0289,2025-02-28,CUST094,Backpack,Accessories,West,Goa,5,9844.0,2113.08,Net Banking,New
ORD0290,2025-02-22,CUST116,Backpack,Accessories,North,Punjab,4,7015.88,1753.01,Debit Card,Returning
ORD0291,2025-05-02,CUST090,Smartphone,Electronics,East,West Bengal,4,97035.46,16261.67,Net Banking,Corporate
ORD0292,2025-03-13,CUST146,Pen Set,Stationery,North,Rajasthan,4,794.44,167.7,Debit Card,Corporate
ORD0293,2025-12-27,CUST132,Desk,Furniture,North,Punjab,5,58340.0,6036.36,UPI,New
ORD0294,2025-12-02,CUST038,Pen Set,Stationery,West,Gujarat,3,580.69,44.44,Debit Card,New
ORD0295,2025-10-23,CUST020,Pen Set,Stationery,East,West Bengal,5,951.26,118.94,UPI,Returning
ORD0296,2025-07-08,CUST001,Shoes,Fashion,South,Telangana,8,29121.63,3362.32,UPI,Corporate
ORD0297,2025-10-01,CUST055,Backpack,Accessories,South,Karnataka,7,12026.16,1634.7,Cash,Returning
ORD0298,2025-10-08,CUST088,Notebook,Stationery,South,Tamil Nadu,3,374.95,55.14,UPI,New
ORD0299,2025-03-05,CUST110,Smartphone,Electronics,East,West Bengal,3,66681.22,3343.08,Credit Card,Corporate
ORD0300,2025-05-21,CUST096,Headphones,Electronics,South,Karnataka,2,5318.23,532.24,Credit Card,New
ORD0301,2025-12-25,CUST025,Pen Set,Stationery,South,Telangana,4,725.26,49.49,UPI,New
ORD0302,2025-10-31,CUST003,Backpack,Accessories,West,Maharashtra,4,7415.0,1030.78,Debit Card,New
ORD0303,2025-02-06,CUST027,Pen Set,Stationery,North,Punjab,4,716.95,140.63,UPI,Returning
ORD0304,2025-07-15,CUST018,Notebook,Stationery,South,Karnataka,3,381.74,70.79,Net Banking,Corporate
ORD0305,2025-06-29,CUST106,Laptop,Electronics,North,Punjab,4,232544.4,18667.46,Net Banking,Corporate
ORD0306,2025-02-21,CUST099,Backpack,Accessories,North,Delhi,3,5875.8,986.63,Debit Card,Returning
ORD0307,2025-05-22,CUST073,Notebook,Stationery,North,Delhi,2,230.89,39.3,UPI,Corporate
ORD0308,2025-11-07,CUST014,Desk,Furniture,North,Rajasthan,4,52174.12,5692.64,Credit Card,Returning
ORD0309,2025-09-13,CUST093,Pen Set,Stationery,West,Maharashtra,2,371.55,91.23,Debit Card,New
ORD0310,2025-10-07,CUST019,Pen Set,Stationery,East,Odisha,3,588.97,141.88,UPI,Corporate
ORD0311,2025-04-21,CUST102,Smartphone,Electronics,West,Gujarat,1,24874.19,5963.24,Net Banking,Returning
ORD0312,2025-12-26,CUST040,Shoes,Fashion,East,Odisha,7,20621.6,3244.05,Debit Card,New
ORD0313,2025-04-15,CUST017,Desk,Furniture,West,Goa,3,37227.51,4770.57,Debit Card,Corporate
ORD0314,2025-05-06,CUST015,Pen Set,Stationery,North,Delhi,2,407.22,29.81,Debit Card,Corporate
ORD0315,2025-12-29,CUST089,Headphones,Electronics,West,Maharashtra,3,8065.31,667.54,Net Banking,Corporate
ORD0316,2025-03-06,CUST008,Desk,Furniture,North,Punjab,5,64994.04,4784.3,Debit Card,Returning
ORD0317,2025-12-31,CUST015,Desk,Furniture,West,Gujarat,2,24576.89,3739.53,Cash,Corporate
ORD0318,2025-05-11,CUST030,Headphones,Electronics,South,Karnataka,2,5617.84,1038.31,Credit Card,Corporate
ORD0319,2025-01-07,CUST039,Shoes,Fashion,West,Maharashtra,4,11667.14,1432.67,Credit Card,New
ORD0320,2025-06-14,CUST070,Shoes,Fashion,East,West Bengal,4,12852.02,2494.03,UPI,Corporate
ORD0321,2025-12-11,CUST012,Notebook,Stationery,West,Goa,1,113.38,23.91,Cash,New
ORD0322,2025-06-17,CUST052,Backpack,Accessories,South,Tamil Nadu,2,3737.78,192.85,Debit Card,Corporate
ORD0323,2025-07-08,CUST140,Desk,Furniture,North,Punjab,8,110346.89,22640.66,Credit Card,New
ORD0324,2025-04-30,CUST003,Laptop,Electronics,East,West Bengal,6,349465.2,65941.34,Debit Card,New
ORD0325,2025-04-16,CUST037,Pen Set,Stationery,South,Karnataka,4,723.57,175.28,Debit Card,New
ORD0326,2025-07-31,CUST149,Laptop,Electronics,North,Rajasthan,6,334822.79,66823.89,UPI,Corporate
ORD0327,2025-10-31,CUST061,Headphones,Electronics,East,West Bengal,1,2521.86,612.42,Debit Card,Returning
ORD0328,2025-06-17,CUST052,Notebook,Stationery,East,Bihar,6,729.5,70.56,Credit Card,Corporate
ORD0329,2025-03-26,CUST138,Smartphone,Electronics,North,Delhi,8,178906.42,23490.86,Debit Card,New
ORD0330,2025-05-16,CUST078,Backpack,Accessories,South,Tamil Nadu,2,3321.38,702.54,Net Banking,New
ORD0331,2025-02-16,CUST013,Office Chair,Furniture,South,Karnataka,4,38831.4,5018.92,Debit Card,Returning
ORD0332,2025-08-20,CUST036,Headphones,Electronics,West,Gujarat,4,9236.81,650.1,UPI,New
ORD0333,2025-04-12,CUST022,Laptop,Electronics,North,Delhi,7,382328.08,67312.49,Net Banking,Corporate
ORD0334,2025-02-03,CUST033,Desk,Furniture,West,Maharashtra,4,54029.95,7493.21,UPI,Returning
ORD0335,2025-01-26,CUST102,Smartphone,Electronics,West,Gujarat,3,74648.17,10199.27,Cash,New
ORD0336,2025-07-01,CUST115,Pen Set,Stationery,East,West Bengal,4,811.49,85.2,Credit Card,New
ORD0337,2025-06-01,CUST016,T-Shirt,Fashion,North,Rajasthan,8,7221.59,1156.45,UPI,Returning
ORD0338,2025-04-13,CUST005,Pen Set,Stationery,North,Punjab,4,761.54,160.25,Cash,Corporate
ORD0339,2025-09-06,CUST100,Notebook,Stationery,East,Bihar,6,812.28,122.23,Debit Card,New
ORD0340,2025-04-23,CUST015,Laptop,Electronics,South,Telangana,1,61816.77,12716.18,Cash,Corporate
ORD0341,2025-02-21,CUST015,Notebook,Stationery,North,Delhi,4,510.82,52.77,Credit Card,Corporate
ORD0342,2025-04-01,CUST092,Pen Set,Stationery,South,Karnataka,4,754.65,159.41,Net Banking,New
ORD0343,2025-04-07,CUST010,Notebook,Stationery,North,Rajasthan,8,994.11,84.61,UPI,New
ORD0344,2025-09-27,CUST052,Office Chair,Furniture,North,Delhi,8,61211.62,14297.76,Credit Card,Returning
ORD0345,2025-01-12,CUST029,Headphones,Electronics,South,Karnataka,3,7849.89,1832.52,Net Banking,Returning
ORD0346,2025-12-06,CUST083,Smartphone,Electronics,South,Telangana,7,161161.64,18906.23,Credit Card,New
ORD0347,2025-06-12,CUST092,Pen Set,Stationery,East,Bihar,3,581.47,94.43,Credit Card,Corporate
ORD0348,2025-06-07,CUST147,T-Shirt,Fashion,North,Punjab,5,4193.27,820.9,Cash,Corporate
ORD0349,2025-06-12,CUST128,Laptop,Electronics,North,Rajasthan,4,233180.57,16514.33,Credit Card,Returning
ORD0350,2025-06-13,CUST086,Smartphone,Electronics,North,Punjab,3,69897.08,16958.14,Cash,New
ORD0351,2025-12-21,CUST001,Desk,Furniture,North,Delhi,2,23702.89,4916.07,UPI,Returning
ORD0352,2025-07-31,CUST097,Backpack,Accessories,East,West Bengal,8,16134.37,1940.1,UPI,Returning
ORD0353,2025-08-20,CUST006,T-Shirt,Fashion,North,Delhi,2,1979.64,112.21,Debit Card,Returning
ORD0354,2025-03-29,CUST024,Smartphone,Electronics,West,Gujarat,7,144794.82,9411.73,,Corporate
ORD0355,2025-01-16,CUST112,T-Shirt,Fashion,East,Bihar,7,7154.35,593.81,Credit Card,New
ORD0356,2025-04-08,CUST139,Smartphone,Electronics,South,Karnataka,7,165442.07,32163.2,Debit Card,Corporate
ORD0357,2025-02-19,CUST126,Desk,Furniture,South,Karnataka,1,11978.71,1915.79,Credit Card,New
ORD0358,2025-02-14,CUST123,Notebook,Stationery,West,Gujarat,5,663.58,116.14,Credit Card,New
ORD0359,2025-11-23,CUST030,Laptop,Electronics,North,Delhi,5,314672.72,45537.59,Debit Card,Returning
ORD0360,2025-05-16,CUST095,Backpack,Accessories,East,Bihar,2,3817.68,486.77,Cash,Returning
ORD0361,2025-05-15,CUST069,Headphones,Electronics,East,West Bengal,8,20325.29,1935.95,Net Banking,New
ORD0362,2025-12-09,CUST059,Headphones,Electronics,West,Maharashtra,6,16530.68,2195.23,Net Banking,New
ORD0363,2025-12-18,CUST077,Pen Set,Stationery,East,Bihar,8,1502.18,145.9,UPI,Returning
ORD0364,2025-08-18,CUST055,Laptop,Electronics,North,Delhi,3,187648.79,15656.09,Credit Card,New
ORD0365,2025-12-16,CUST038,Laptop,Electronics,East,West Bengal,7,365934.73,78497.69,Net Banking,Returning
ORD0366,2025-07-18,CUST134,Notebook,Stationery,West,Maharashtra,7,871.93,192.98,Cash,New
ORD0367,2025-08-01,CUST026,T-Shirt,Fashion,East,West Bengal,3,2530.03,424.0,UPI,Corporate
ORD0368,2025-06-26,CUST147,Smartphone,Electronics,South,Telangana,7,148769.26,26920.92,Net Banking,Returning
ORD0369,2025-07-26,CUST103,Laptop,Electronics,North,Punjab,3,174002.59,32392.77,UPI,Returning
ORD0370,2025-09-01,CUST078,Notebook,Stationery,North,Delhi,5,674.55,36.46,Debit Card,Returning
ORD0371,2025-03-10,CUST083,Backpack,Accessories,West,Maharashtra,5,10291.99,1426.7,Debit Card,Corporate
ORD0372,2025-08-15,CUST125,Pen Set,Stationery,West,Maharashtra,4,812.42,106.78,Net Banking,Returning
ORD0373,2025-06-09,CUST146,Laptop,Electronics,North,Delhi,7,359556.3,79195.54,UPI,New
ORD0374,2025-05-08,CUST051,Office Chair,Furniture,North,Delhi,1,8619.95,2013.67,Debit Card,Returning
ORD0375,2025-03-05,CUST115,Backpack,Accessories,East,Bihar,1,1728.87,255.45,Credit Card,Returning
ORD0376,2025-03-25,CUST073,T-Shirt,Fashion,South,Tamil Nadu,5,4892.58,918.68,UPI,Returning
ORD0377,2025-04-20,CUST069,Laptop,Electronics,North,Rajasthan,4,233605.89,43343.01,Cash,Corporate
ORD0378,2025-03-09,CUST065,Laptop,Electronics,West,Gujarat,3,173297.11,8958.2,Net Banking,Returning
ORD0379,2025-06-28,CUST134,Desk,Furniture,East,Odisha,8,92447.97,13251.46,Net Banking,Returning
ORD0380,2025-09-19,CUST073,T-Shirt,Fashion,West,Maharashtra,6,5617.97,948.06,Debit Card,Corporate
ORD0381,2025-06-22,CUST067,Smartphone,Electronics,East,West Bengal,5,116616.36,25923.62,Debit Card,New
ORD0382,2025-11-04,CUST007,Headphones,Electronics,North,Delhi,7,18639.82,3469.82,Cash,Returning
ORD0383,2025-07-18,CUST049,Desk,Furniture,East,Odisha,1,12549.07,3124.1,Debit Card,Corporate
ORD0384,2025-07-03,CUST143,Office Chair,Furniture,East,Bihar,5,47232.58,10302.74,Credit Card,Returning
ORD0385,2025-05-13,CUST023,Smartphone,Electronics,East,West Bengal,3,75024.24,17249.44,Credit Card,Returning
ORD0386,2025-06-19,CUST031,Office Chair,Furniture,South,Tamil Nadu,6,49222.13,5355.87,Cash,New
ORD0387,2025-04-10,CUST077,T-Shirt,Fashion,West,Gujarat,2,2010.37,253.98,Cash,New
ORD0388,2025-06-25,CUST118,Headphones,Electronics,North,Delhi,7,20068.96,4587.14,Credit Card,Returning
ORD0389,2025-06-20,CUST116,Headphones,Electronics,West,Gujarat,3,7337.65,452.02,Debit Card,New
ORD0390,2025-02-15,CUST104,Headphones,Electronics,North,Punjab,3,7902.15,1396.29,Cash,Returning
ORD0391,2025-10-01,CUST083,Pen Set,Stationery,West,Maharashtra,4,779.52,187.1,Net Banking,New
ORD0392,2025-05-08,CUST034,Laptop,Electronics,West,Goa,4,236143.86,28070.41,UPI,Returning
ORD0393,2025-02-03,CUST134,Shoes,Fashion,South,Karnataka,1,3118.56,337.32,Net Banking,Corporate
ORD0394,2025-03-10,CUST049,Notebook,Stationery,East,Bihar,6,827.31,122.47,Credit Card,Returning
ORD0395,2025-03-09,CUST044,Laptop,Electronics,North,Delhi,4,238374.21,40032.22,UPI,Returning
ORD0396,2025-05-11,CUST028,Laptop,Electronics,East,Bihar,1,57666.46,3436.46,UPI,New
ORD0397,2025-07-14,CUST040,Smartphone,Electronics,East,Odisha,2,45620.11,6609.41,Credit Card,Corporate
ORD0398,2025-12-05,CUST036,Laptop,Electronics,South,Tamil Nadu,2,117218.28,12190.17,Cash,New
ORD0399,2025-02-28,CUST068,Shoes,Fashion,West,Gujarat,2,6556.38,1126.39,Net Banking,New
ORD0400,2025-03-24,CUST124,Notebook,Stationery,East,Odisha,1,124.44,28.88,Debit Card,New
ORD0401,2025-02-15,CUST039,Laptop,Electronics,West,Goa,2,121968.88,22418.42,UPI,Corporate
ORD0402,2025-11-26,CUST068,Smartphone,Electronics,West,Gujarat,4,89248.53,21906.78,Cash,New
ORD0403,2025-05-29,CUST030,Smartphone,Electronics,North,Delhi,6,145252.67,16346.94,UPI,New
ORD0404,2025-11-28,CUST069,Laptop,Electronics,North,Rajasthan,3,162057.26,37095.8,UPI,Returning
ORD0405,2025-07-25,CUST099,Notebook,Stationery,North,Delhi,7,958.09,99.99,Cash,Returning
ORD0406,2025-12-23,CUST027,Headphones,Electronics,West,Maharashtra,1,2863.48,626.73,Cash,Corporate
ORD0407,2025-11-09,CUST034,Backpack,Accessories,East,West Bengal,7,13794.37,2376.38,Cash,Returning
ORD0408,2025-01-24,CUST135,Smartphone,Electronics,East,Odisha,2,42477.74,4793.51,Net Banking,Corporate
ORD0409,2025-06-23,CUST124,T-Shirt,Fashion,North,Rajasthan,2,1814.78,354.48,Debit Card,Corporate
ORD0410,2025-11-10,CUST130,Pen Set,Stationery,North,Rajasthan,1,162.52,38.5,Cash,Returning
ORD0411,2025-06-14,CUST130,Headphones,Electronics,West,Gujarat,4,9827.24,1038.07,Credit Card,Corporate
ORD0412,2025-02-10,CUST023,Pen Set,Stationery,East,West Bengal,8,1455.91,239.65,Cash,Returning
ORD0413,2025-12-01,CUST143,Notebook,Stationery,West,Gujarat,1,111.08,14.71,Net Banking,New
ORD0414,2025-10-15,CUST088,Smartphone,Electronics,South,Telangana,4,93601.11,13220.37,Debit Card,New
ORD0415,2025-10-14,CUST116,Office Chair,Furniture,East,Odisha,8,73383.19,9001.1,UPI,New
ORD0416,2025-07-01,CUST028,Office Chair,Furniture,West,Gujarat,5,44069.21,5498.87,UPI,New
ORD0417,2025-07-29,CUST031,Backpack,Accessories,North,Rajasthan,2,3468.86,309.37,Cash,
ORD0418,2025-06-23,CUST032,Backpack,Accessories,North,Rajasthan,2,3921.43,232.54,Cash,Returning
ORD0419,2025-01-03,CUST150,T-Shirt,Fashion,North,Punjab,1,934.48,127.61,Cash,Corporate
ORD0420,2025-03-07,CUST083,Headphones,Electronics,North,Rajasthan,2,4984.26,847.87,Net Banking,Returning
ORD0421,2025-07-23,CUST035,Pen Set,Stationery,North,Punjab,6,1234.03,173.47,Credit Card,Returning
ORD0422,2025-10-08,CUST056,T-Shirt,Fashion,South,Telangana,6,5821.03,1380.18,Credit Card,New
ORD0423,2025-06-26,CUST046,T-Shirt,Fashion,South,Telangana,3,3092.4,556.69,Net Banking,Corporate
ORD0424,2025-10-15,CUST107,Notebook,Stationery,West,Gujarat,8,1003.87,239.46,Net Banking,Returning
ORD0425,2025-02-24,CUST015,Pen Set,Stationery,West,Goa,1,179.14,10.86,Credit Card,Returning
ORD0426,2025-05-09,CUST076,Headphones,Electronics,South,Telangana,3,8323.84,1565.87,Credit Card,Corporate
ORD0427,2025-02-22,CUST061,Laptop,Electronics,South,Tamil Nadu,4,238832.7,38751.59,Net Banking,Corporate
ORD0428,2025-07-18,CUST081,Desk,Furniture,West,Gujarat,7,95690.74,23459.98,Net Banking,New
ORD0429,2025-11-14,CUST095,Laptop,Electronics,South,Karnataka,8,487298.18,113198.04,Net Banking,Corporate
ORD0430,2025-04-10,CUST020,T-Shirt,Fashion,North,Rajasthan,5,4554.92,1123.66,Credit Card,New
ORD0431,2025-01-21,CUST042,Shoes,Fashion,West,Gujarat,7,21723.03,2234.17,Net Banking,Returning
ORD0432,2025-12-30,CUST014,Laptop,Electronics,South,Tamil Nadu,3,150147.55,35393.63,Net Banking,Corporate
ORD0433,2025-10-09,CUST135,Desk,Furniture,East,Bihar,6,66111.85,12662.82,Credit Card,New
ORD0434,2025-03-23,CUST090,Shoes,Fashion,West,Goa,7,23201.25,3032.02,Credit Card,New
ORD0435,2025-05-31,CUST122,Notebook,Stationery,South,Tamil Nadu,4,546.04,94.82,Net Banking,Corporate
ORD0436,2025-06-27,CUST063,Laptop,Electronics,West,Goa,8,422438.27,75385.32,UPI,Corporate
ORD0437,2025-07-17,CUST133,Notebook,Stationery,East,West Bengal,5,621.04,66.18,Debit Card,Corporate
ORD0438,2025-01-23,CUST132,Shoes,Fashion,East,Odisha,5,17993.13,1592.44,UPI,New
ORD0439,2025-02-03,CUST109,Headphones,Electronics,West,Goa,4,10675.84,2185.52,UPI,New
ORD0440,2025-02-06,CUST010,Shoes,Fashion,East,Bihar,3,8697.01,1681.77,UPI,New
ORD0441,2025-10-13,CUST067,Laptop,Electronics,North,Punjab,2,114811.46,10967.84,Cash,Returning
ORD0442,2025-06-11,CUST002,Backpack,Accessories,East,Odisha,1,1795.28,132.24,Net Banking,New
ORD0443,2025-02-07,CUST078,T-Shirt,Fashion,West,Goa,6,6112.86,435.4,Net Banking,New
ORD0444,2025-07-22,CUST035,Desk,Furniture,East,Odisha,1,12221.96,1915.1,Cash,Corporate
ORD0445,2025-12-13,CUST143,Desk,Furniture,North,Punjab,6,82033.05,4284.59,Credit Card,New
ORD0446,2025-11-02,CUST079,Laptop,Electronics,West,Goa,7,398200.88,95327.65,Credit Card,Corporate
ORD0447,2025-11-27,CUST065,Notebook,Stationery,North,Punjab,3,338.49,31.87,Credit Card,New
ORD0448,2025-08-25,CUST026,Headphones,Electronics,West,Goa,2,4863.32,308.69,Credit Card,Corporate
ORD0449,2025-07-02,CUST073,T-Shirt,Fashion,East,Odisha,3,2883.12,279.39,Net Banking,New
ORD0450,2025-08-19,CUST150,Office Chair,Furniture,South,Tamil Nadu,6,53758.37,5974.44,Credit Card,Corporate
ORD0451,2025-08-08,CUST057,T-Shirt,Fashion,South,Tamil Nadu,3,2433.26,241.46,Cash,Returning
ORD0452,2025-06-19,CUST079,Notebook,Stationery,North,Rajasthan,8,975.08,118.71,Cash,Corporate
ORD0453,2025-11-07,CUST036,Smartphone,Electronics,North,Rajasthan,2,48859.72,10834.29,Net Banking,New
ORD0454,2025-02-08,CUST149,Desk,Furniture,West,Goa,1,13348.76,2353.72,Net Banking,Returning
ORD0455,2025-10-10,CUST121,T-Shirt,Fashion,North,Delhi,5,4661.4,1164.16,Credit Card,Returning
ORD0456,2025-05-29,CUST102,Pen Set,Stationery,North,Rajasthan,3,548.73,83.45,Debit Card,Corporate
ORD0457,2025-12-17,CUST041,Laptop,Electronics,North,Rajasthan,3,179734.75,14032.64,Credit Card,Corporate
ORD0458,2025-09-05,CUST060,T-Shirt,Fashion,North,Rajasthan,6,4914.57,994.19,UPI,Returning
ORD0459,2025-12-09,CUST100,Notebook,Stationery,North,Delhi,4,494.15,102.93,Cash,Returning
ORD0460,2025-06-15,CUST071,Laptop,Electronics,West,Goa,2,118352.75,18258.82,Debit Card,Corporate
ORD0461,2025-12-01,CUST020,Shoes,Fashion,North,Punjab,7,22205.66,4011.84,Net Banking,Returning
ORD0462,2025-07-27,CUST124,Pen Set,Stationery,North,Rajasthan,6,1192.65,141.93,Net Banking,New
ORD0463,2025-03-26,CUST055,Shoes,Fashion,North,Punjab,4,11766.68,2102.65,Credit Card,New
ORD0464,2025-03-02,CUST030,Headphones,Electronics,South,Telangana,4,10036.53,1164.69,Cash,Corporate
ORD0465,2025-10-30,CUST063,Backpack,Accessories,East,West Bengal,3,5733.8,757.89,UPI,New
ORD0466,2025-11-19,CUST043,T-Shirt,Fashion,North,Delhi,1,1010.43,80.2,Debit Card,New
ORD0467,2025-10-16,CUST073,Shoes,Fashion,East,Bihar,1,3582.81,700.78,UPI,New
ORD0468,2025-03-29,CUST150,Backpack,Accessories,East,Odisha,4,7974.65,1357.03,Credit Card,Corporate
ORD0469,2025-12-18,CUST018,Shoes,Fashion,South,Karnataka,6,21707.29,3675.19,Credit Card,Returning
ORD0470,2025-01-09,CUST108,Pen Set,Stationery,North,Delhi,4,742.09,172.07,Credit Card,Corporate
ORD0471,2025-11-11,CUST031,Smartphone,Electronics,North,Punjab,1,24627.64,3848.96,UPI,Returning
ORD0472,2025-11-29,CUST012,Headphones,Electronics,West,Goa,7,18033.94,2237.57,Net Banking,Returning
ORD0473,2025-06-29,CUST060,Office Chair,Furniture,East,Odisha,2,17108.33,1726.29,UPI,Returning
ORD0474,2025-04-07,CUST148,T-Shirt,Fashion,East,Odisha,1,969.56,201.56,Net Banking,New
ORD0475,2025-12-02,CUST093,Shoes,Fashion,West,Gujarat,4,13720.85,1552.93,UPI,New
ORD0476,2025-10-02,CUST102,Pen Set,Stationery,South,Tamil Nadu,7,1311.87,226.14,Credit Card,Returning
ORD0477,2025-07-09,CUST089,Shoes,Fashion,East,West Bengal,8,24664.18,2745.88,Cash,Corporate
ORD0478,2025-04-28,CUST026,Headphones,Electronics,West,Goa,8,21915.55,5256.42,Credit Card,Corporate
ORD0479,2025-11-11,CUST002,Pen Set,Stationery,South,Telangana,1,169.23,41.11,UPI,New
ORD0480,2025-02-02,CUST010,Backpack,Accessories,East,West Bengal,5,8598.98,567.6,Cash,Returning
ORD0481,2025-11-02,CUST127,T-Shirt,Fashion,South,Telangana,1,1022.79,218.92,Cash,New
ORD0482,2025-01-18,CUST093,Office Chair,Furniture,South,Karnataka,4,35829.11,6621.39,Credit Card,Corporate
ORD0483,2025-05-22,CUST052,Laptop,Electronics,North,Delhi,7,380488.54,49093.91,Net Banking,New
ORD0484,2025-05-26,CUST058,Smartphone,Electronics,West,Goa,6,130266.68,27760.22,Net Banking,New
ORD0485,2025-01-03,CUST144,Backpack,Accessories,East,Bihar,5,8493.83,1284.67,UPI,Corporate
ORD0486,2025-09-20,CUST148,Desk,Furniture,South,Karnataka,5,67141.7,14276.3,Debit Card,Corporate
ORD0487,2025-09-05,CUST118,Backpack,Accessories,East,Bihar,4,7843.45,1900.06,Cash,Corporate
ORD0488,2025-05-13,CUST057,Laptop,Electronics,East,West Bengal,2,109523.51,22751.45,Credit Card,Returning
ORD0489,2025-10-02,CUST074,Pen Set,Stationery,South,Telangana,1,193.54,19.87,UPI,Returning
ORD0490,2025-04-02,CUST147,Notebook,Stationery,West,Goa,8,939.33,88.03,Debit Card,New
ORD0491,2025-04-13,CUST053,Office Chair,Furniture,East,Bihar,4,36851.15,8274.87,Credit Card,New
ORD0492,2025-02-24,CUST127,Office Chair,Furniture,South,Karnataka,2,19210.8,3557.12,Net Banking,New
ORD0493,2025-07-10,CUST148,Shoes,Fashion,West,Gujarat,6,19643.23,4853.3,Debit Card,Returning
